"FL_DATE","ORIGIN","DEST","DEP_TIME","ARR_TIME",
2017-01-01,SANE,SAFR,"019","24049",
2017-01-01,SAAC,SAFR,"019","24049",
2017-01-01,SACO,SAFR,"019","24049",
2017-01-01,SAAV,SAFR,"019","24049",
2017-01-01,SAAP,SAFR,"019","24049",
2017-01-01,SAME,SAFR,"019","24049",
2017-01-01,SAAR,SAFR,"019","24049",
2017-01-01,SAOC,SAFR,"019","24049",
2017-01-01,SADF,SAFR,"019","24049",
2017-01-01,SABE,SAFR,"019","24049",
2017-01-01,SAMR,SAFR,"019","24049",
2017-01-01,SADM,SAFR,"019","24049",
2017-01-01,SAEZ,SAFR,"019","24049",
2017-01-01,SAZG,SAFR,"019","24049",
2017-01-01,SAZN,SAFR,"019","24049",
2017-01-01,SAZY,SAFR,"019","24049",
2017-01-01,SAAC,AR-0117,"019","24049",
2017-01-01,SARI,SAAC,"019","24049",
2017-01-01,AR-0277,SAAC,"019","24049",
2017-01-01,SARP,SAAC,"019","24049",
2017-01-01,SARC,SAAC,"019","24049",
2017-01-01,SATO,SAAC,"019","24049",
2017-01-01,SA23,SAAC,"019","24049",
2017-01-01,SA26,SAAC,"019","24049",
2017-01-01,AR-0338,SAAC,"019","24049",
2017-01-01,SATG,SAAC,"019","24049",
2017-01-01,AR-0052,SAAC,"019","24049",
2017-01-01,AR-0181,SAAC,"019","24049",
2017-01-01,SATM,SAAC,"019","24049",
2017-01-01,SANL,SAAC,"019","24049",
2017-01-01,AR-0142,SAAC,"019","24049",
2017-01-01,SARM,SAAC,"019","24049",
2017-01-01,AR-0404,SAAC,"019","24049",
2017-01-01,AR-0386,SAAC,"019","24049",
2017-01-01,AR-0098,SAAC,"019","24049",
2017-01-01,SAAC,SAAC,"019","24049",
2017-01-01,AR-0111,SAAC,"019","24049",
2017-01-01,SACO,SAAC,"019","24049",
2017-01-01,SUSO,SAAC,"019","24049",
2017-01-01,AR-0141,SAAC,"019","24049",
2017-01-01,SACD,SAAC,"019","24049",
2017-01-01,SAAV,SAAC,"019","24049",
2017-01-01,AR-0289,SAAC,"019","24049",
2017-01-01,SAAP,SAAC,"019","24049",
2017-01-01,SAAU,SAAC,"019","24049",
2017-01-01,AR-0125,SAAC,"019","24049",
2017-01-01,AR-0285,SAAC,"019","24049",
2017-01-01,AR-0108,SAAC,"019","24049",
2017-01-01,SAOV,SAAC,"019","24049",
2017-01-01,AR-0110,SAAC,"019","24049",
2017-01-01,AR-0376,SAAC,"019","24049",
2017-01-01,AR-0077,SAAC,"019","24049",
2017-01-01,AR-0397,SAAC,"019","24049",
2017-01-01,SAAR,SAAC,"019","24049",
2017-01-01,SAAG,SAAC,"019","24049",
2017-01-01,AR-0088,SAAC,"019","24049",
2017-01-01,AR-0305,SAAC,"019","24049",
2017-01-01,SA31,SAAC,"019","24049",
2017-01-01,SA32,SAAC,"019","24049",
2017-01-01,AR-0058,SAAC,"019","24049",
2017-01-01,AR-0383,SAAC,"019","24049",
2017-01-01,AR-0062,SAAC,"019","24049",
2017-01-01,SADF,SAAC,"019","24049",
2017-01-01,AR-0350,SAAC,"019","24049",
2017-01-01,AR-0175,SAAC,"019","24049",
2017-01-01,SAAJ,SAAC,"019","24049",
2017-01-01,SABE,SAAC,"019","24049",
2017-01-01,AR-0263,SAAC,"019","24049",
2017-01-01,AR-0271,SAAC,"019","24049",
2017-01-01,SADM,SAAC,"019","24049",
2017-01-01,SADZ,SAAC,"019","24049",
2017-01-01,AR-0158,SAAC,"019","24049",
2017-01-01,SUAA,SAAC,"019","24049",
2017-01-01,SAEZ,SAAC,"019","24049",
2017-01-01,SADL,SAAC,"019","24049",
2017-01-01,AR-0079,SAAC,"019","24049",
2017-01-01,AR-0395,SAAC,"019","24049",
2017-01-01,AR-0334,SAAC,"019","24049",
2017-01-01,SAZG,SAAC,"019","24049",
2017-01-01,SAZR,SAAC,"019","24049",
2017-01-01,AR-0296,SAAC,"019","24049",
2017-01-01,SAZV,SAAC,"019","24049",
2017-01-01,AR-0393,SAAC,"019","24049",
2017-01-01,SAZM,SAAC,"019","24049",
2017-01-01,AR-0114,SAAC,"019","24049",
2017-01-01,SATR,AR-0111,"019","24049",
2017-01-01,SAAC,AR-0111,"019","24049",
2017-01-01,SEMT,SACO,"019","24049",
2017-01-01,SKBQ,SACO,"019","24049",
2017-01-01,SBSV,SACO,"019","24049",
2017-01-01,SBPS,SACO,"019","24049",
2017-01-01,SLVR,SACO,"019","24049",
2017-01-01,TISX,SACO,"019","24049",
2017-01-01,TJSJ,SACO,"019","24049",
2017-01-01,MMTO,SACO,"019","24049",
2017-01-01,MMMX,SACO,"019","24049",
2017-01-01,SBCF,SACO,"019","24049",
2017-01-01,SEGU,SACO,"019","24049",
2017-01-01,SBCG,SACO,"019","24049",
2017-01-01,SCDA,SACO,"019","24049",
2017-01-01,MMUN,SACO,"019","24049",
2017-01-01,SAOL,SACO,"019","24049",
2017-01-01,SBGL,SACO,"019","24049",
2017-01-01,SBKP,SACO,"019","24049",
2017-01-01,SASO,SACO,"019","24049",
2017-01-01,SBGR,SACO,"019","24049",
2017-01-01,SCFA,SACO,"019","24049",
2017-01-01,SASJ,SACO,"019","24049",
2017-01-01,SASA,SACO,"019","24049",
2017-01-01,SGAS,SACO,"019","24049",
2017-01-01,SGES,SACO,"019","24049",
2017-01-01,SBCT,SACO,"019","24049",
2017-01-01,SBFI,SACO,"019","24049",
2017-01-01,SARI,SACO,"019","24049",
2017-01-01,KMIA,SACO,"019","24049",
2017-01-01,AR-0320,SACO,"019","24049",
2017-01-01,KBRO,SACO,"019","24049",
2017-01-01,KFLL,SACO,"019","24049",
2017-01-01,SARF,SACO,"019","24049",
2017-01-01,AR-0161,SACO,"019","24049",
2017-01-01,KRSW,SACO,"019","24049",
2017-01-01,AR-0013,SACO,"019","24049",
2017-01-01,AR-0370,SACO,"019","24049",
2017-01-01,SANT,SACO,"019","24049",
2017-01-01,AR-0401,SACO,"019","24049",
2017-01-01,SARP,SACO,"019","24049",
2017-01-01,SARC,SACO,"019","24049",
2017-01-01,SARE,SACO,"019","24049",
2017-01-01,SANH,SACO,"019","24049",
2017-01-01,SATO,SACO,"019","24049",
2017-01-01,SARV,SACO,"019","24049",
2017-01-01,SBFL,SACO,"019","24049",
2017-01-01,SA44,SACO,"019","24049",
2017-01-01,SANE,SACO,"019","24049",
2017-01-01,SA26,SACO,"019","24049",
2017-01-01,SANC,SACO,"019","24049",
2017-01-01,KLEE,SACO,"019","24049",
2017-01-01,SATG,SACO,"019","24049",
2017-01-01,SATR,SACO,"019","24049",
2017-01-01,SATM,SACO,"019","24049",
2017-01-01,SANO,SACO,"019","24049",
2017-01-01,SANL,SACO,"019","24049",
2017-01-01,KHOU,SACO,"019","24049",
2017-01-01,KIAH,SACO,"019","24049",
2017-01-01,SBPA,SACO,"019","24049",
2017-01-01,SBEG,SACO,"019","24049",
2017-01-01,AR-0280,SACO,"019","24049",
2017-01-01,AR-0332,SACO,"019","24049",
2017-01-01,AR-0346,SACO,"019","24049",
2017-01-01,AR-0211,SACO,"019","24049",
2017-01-01,SACC,SACO,"019","24049",
2017-01-01,AR-0216,SACO,"019","24049",
2017-01-01,SAFR,SACO,"019","24049",
2017-01-01,SACO,SACO,"019","24049",
2017-01-01,SBBG,SACO,"019","24049",
2017-01-01,AR-0299,SACO,"019","24049",
2017-01-01,AR-0328,SACO,"019","24049",
2017-01-01,AR-0049,SACO,"019","24049",
2017-01-01,AR-0105,SACO,"019","24049",
2017-01-01,SACD,SACO,"019","24049",
2017-01-01,SANU,SACO,"019","24049",
2017-01-01,SA40,SACO,"019","24049",
2017-01-01,AR-0036,SACO,"019","24049",
2017-01-01,SAAV,SACO,"019","24049",
2017-01-01,SAAP,SACO,"019","24049",
2017-01-01,AR-0248,SACO,"019","24049",
2017-01-01,SAOD,SACO,"019","24049",
2017-01-01,AR-0379,SACO,"019","24049",
2017-01-01,AR-0481,SACO,"019","24049",
2017-01-01,SAOE,SACO,"019","24049",
2017-01-01,AR-0382,SACO,"019","24049",
2017-01-01,SAOV,SACO,"019","24049",
2017-01-01,SAOS,SACO,"019","24049",
2017-01-01,AR-0110,SACO,"019","24049",
2017-01-01,SA05,SACO,"019","24049",
2017-01-01,SAOM,SACO,"019","24049",
2017-01-01,AR-0077,SACO,"019","24049",
2017-01-01,SAME,SACO,"019","24049",
2017-01-01,KDAL,SACO,"019","24049",
2017-01-01,KDFW,SACO,"019","24049",
2017-01-01,SAAR,SACO,"019","24049",
2017-01-01,SCVM,SACO,"019","24049",
2017-01-01,SA16,SACO,"019","24049",
2017-01-01,SAAG,SACO,"019","24049",
2017-01-01,AR-0333,SACO,"019","24049",
2017-01-01,SAOC,SACO,"019","24049",
2017-01-01,SA17,SACO,"019","24049",
2017-01-01,SAOU,SACO,"019","24049",
2017-01-01,SCEL,SACO,"019","24049",
2017-01-01,AR-0066,SACO,"019","24049",
2017-01-01,SA32,SACO,"019","24049",
2017-01-01,SAOR,SACO,"019","24049",
2017-01-01,SAAN,SACO,"019","24049",
2017-01-01,AR-0345,SACO,"019","24049",
2017-01-01,SAAA,SACO,"019","24049",
2017-01-01,AR-0062,SACO,"019","24049",
2017-01-01,SADF,SACO,"019","24049",
2017-01-01,AR-0081,SACO,"019","24049",
2017-01-01,AR-0175,SACO,"019","24049",
2017-01-01,SAAJ,SACO,"019","24049",
2017-01-01,SABE,SACO,"019","24049",
2017-01-01,SAMR,SACO,"019","24049",
2017-01-01,SADP,SACO,"019","24049",
2017-01-01,SADM,SACO,"019","24049",
2017-01-01,SAEZ,SACO,"019","24049",
2017-01-01,SUMU,SACO,"019","24049",
2017-01-01,SULS,SACO,"019","24049",
2017-01-01,SADL,SACO,"019","24049",
2017-01-01,AR-0083,SACO,"019","24049",
2017-01-01,SAZR,SACO,"019","24049",
2017-01-01,SCIE,SACO,"019","24049",
2017-01-01,SAZF,SACO,"019","24049",
2017-01-01,SAZT,SACO,"019","24049",
2017-01-01,SAZM,SACO,"019","24049",
2017-01-01,SAZH,SACO,"019","24049",
2017-01-01,KSUS,SACO,"019","24049",
2017-01-01,SAZB,SACO,"019","24049",
2017-01-01,SAZN,SACO,"019","24049",
2017-01-01,SAHR,SACO,"019","24049",
2017-01-01,SKLT,SACO,"019","24049",
2017-01-01,SKBO,SACO,"019","24049",
2017-01-01,SAZY,SACO,"019","24049",
2017-01-01,LEMD,SACO,"019","24049",
2017-01-01,SAVN,SACO,"019","24049",
2017-01-01,SAVV,SACO,"019","24049",
2017-01-01,SAZS,SACO,"019","24049",
2017-01-01,SCTE,SACO,"019","24049",
2017-01-01,SAVE,SACO,"019","24049",
2017-01-01,SAVT,SACO,"019","24049",
2017-01-01,CYUL,SACO,"019","24049",
2017-01-01,SAVC,SACO,"019","24049",
2017-01-01,SAWC,SACO,"019","24049",
2017-01-01,SAWG,SACO,"019","24049",
2017-01-01,SCNT,SACO,"019","24049",
2017-01-01,SCCI,SACO,"019","24049",
2017-01-01,SAWH,SACO,"019","24049",
2017-01-01,MPMG,SACO,"019","24049",
2017-01-01,MPTO,SACO,"019","24049",
2017-01-01,SADF,AR-0221,"019","24049",
2017-01-01,SADF,SBBG,"019","24049",
2017-01-01,SABE,SBBG,"019","24049",
2017-01-01,SAEZ,SBBG,"019","24049",
2017-01-01,SAZM,SBBG,"019","24049",
2017-01-01,SATR,AR-0328,"019","24049",
2017-01-01,SACO,AR-0328,"019","24049",
2017-01-01,SAAV,AR-0328,"019","24049",
2017-01-01,SAAR,AR-0328,"019","24049",
2017-01-01,SAAR,AR-0283,"019","24049",
2017-01-01,SADF,AR-0328,"019","24049",
2017-01-01,SACO,AR-0049,"019","24049",
2017-01-01,SARP,SUSO,"019","24049",
2017-01-01,SARC,SUSO,"019","24049",
2017-01-01,SAAC,SUSO,"019","24049",
2017-01-01,SAAR,SUSO,"019","24049",
2017-01-01,SADF,SUSO,"019","24049",
2017-01-01,SABE,SUSO,"019","24049",
2017-01-01,SACO,AR-0105,"019","24049",
2017-01-01,SADF,SACA,"019","24049",
2017-01-01,SARI,AR-0141,"019","24049",
2017-01-01,SARP,AR-0141,"019","24049",
2017-01-01,SAAC,AR-0141,"019","24049",
2017-01-01,SAAV,AR-0141,"019","24049",
2017-01-01,SAAP,AR-0141,"019","24049",
2017-01-01,SAAR,AR-0141,"019","24049",
2017-01-01,SAOC,AR-0141,"019","24049",
2017-01-01,SADF,AR-0141,"019","24049",
2017-01-01,SADM,AR-0141,"019","24049",
2017-01-01,SASJ,SACD,"019","24049",
2017-01-01,SARI,SACD,"019","24049",
2017-01-01,SARF,SACD,"019","24049",
2017-01-01,SANT,SACD,"019","24049",
2017-01-01,SARP,SACD,"019","24049",
2017-01-01,SARC,SACD,"019","24049",
2017-01-01,SARE,SACD,"019","24049",
2017-01-01,SANE,SACD,"019","24049",
2017-01-01,SANC,SACD,"019","24049",
2017-01-01,SATG,SACD,"019","24049",
2017-01-01,SATR,SACD,"019","24049",
2017-01-01,SANL,SACD,"019","24049",
2017-01-01,SACO,SACD,"019","24049",
2017-01-01,SANU,SACD,"019","24049",
2017-01-01,SAAV,SACD,"019","24049",
2017-01-01,SAAP,SACD,"019","24049",
2017-01-01,SAME,SACD,"019","24049",
2017-01-01,SAAR,SACD,"019","24049",
2017-01-01,SAOC,SACD,"019","24049",
2017-01-01,SAOU,SACD,"019","24049",
2017-01-01,SADF,SACD,"019","24049",
2017-01-01,SABE,SACD,"019","24049",
2017-01-01,SADM,SACD,"019","24049",
2017-01-01,SAEZ,SACD,"019","24049",
2017-01-01,SAZR,SACD,"019","24049",
2017-01-01,SAZM,SACD,"019","24049",
2017-01-01,SARE,KABY,"019","24049",
2017-01-01,SLVR,SANU,"019","24049",
2017-01-01,SASA,SANU,"019","24049",
2017-01-01,SARI,SANU,"019","24049",
2017-01-01,KOPF,SANU,"019","24049",
2017-01-01,SANT,SANU,"019","24049",
2017-01-01,SARE,SANU,"019","24049",
2017-01-01,SANC,SANU,"019","24049",
2017-01-01,SATR,SANU,"019","24049",
2017-01-01,SANL,SANU,"019","24049",
2017-01-01,SCSE,SANU,"019","24049",
2017-01-01,SAAC,SANU,"019","24049",
2017-01-01,SACO,SANU,"019","24049",
2017-01-01,SACD,SANU,"019","24049",
2017-01-01,SANU,SANU,"019","24049",
2017-01-01,SA40,SANU,"019","24049",
2017-01-01,SAAV,SANU,"019","24049",
2017-01-01,SAAP,SANU,"019","24049",
2017-01-01,SAOD,SANU,"019","24049",
2017-01-01,SAOE,SANU,"019","24049",
2017-01-01,SAOS,SANU,"019","24049",
2017-01-01,SAME,SANU,"019","24049",
2017-01-01,SAAR,SANU,"019","24049",
2017-01-01,SCVM,SANU,"019","24049",
2017-01-01,SA16,SANU,"019","24049",
2017-01-01,AR-0333,SANU,"019","24049",
2017-01-01,AR-0318,SANU,"019","24049",
2017-01-01,SAOU,SANU,"019","24049",
2017-01-01,SCEL,SANU,"019","24049",
2017-01-01,SA32,SANU,"019","24049",
2017-01-01,SAOR,SANU,"019","24049",
2017-01-01,SADF,SANU,"019","24049",
2017-01-01,SABE,SANU,"019","24049",
2017-01-01,SAMR,SANU,"019","24049",
2017-01-01,SADM,SANU,"019","24049",
2017-01-01,SAEZ,SANU,"019","24049",
2017-01-01,SAMM,SANU,"019","24049",
2017-01-01,AR-0083,SANU,"019","24049",
2017-01-01,SAZR,SANU,"019","24049",
2017-01-01,SAZT,SANU,"019","24049",
2017-01-01,SAZM,SANU,"019","24049",
2017-01-01,SAZN,SANU,"019","24049",
2017-01-01,SAHR,SANU,"019","24049",
2017-01-01,SKBO,SANU,"019","24049",
2017-01-01,SAZY,SANU,"019","24049",
2017-01-01,SAZS,SANU,"019","24049",
2017-01-01,SAVE,SANU,"019","24049",
2017-01-01,SAVT,SANU,"019","24049",
2017-01-01,CYYZ,SANU,"019","24049",
2017-01-01,SAVC,SANU,"019","24049",
2017-01-01,MPTO,SANU,"019","24049",
2017-01-01,SANT,SA40,"019","24049",
2017-01-01,SANU,SA40,"019","24049",
2017-01-01,SAME,SA40,"019","24049",
2017-01-01,SAOU,SA40,"019","24049",
2017-01-01,SABE,SA40,"019","24049",
2017-01-01,SAMR,SA40,"019","24049",
2017-01-01,SAZM,SA40,"019","24049",
2017-01-01,SANT,AR-0036,"019","24049",
2017-01-01,SARC,AR-0036,"019","24049",
2017-01-01,SARE,AR-0036,"019","24049",
2017-01-01,SANL,AR-0036,"019","24049",
2017-01-01,SAAC,AR-0036,"019","24049",
2017-01-01,SACO,AR-0036,"019","24049",
2017-01-01,SAME,AR-0036,"019","24049",
2017-01-01,SAAR,AR-0036,"019","24049",
2017-01-01,SAAG,AR-0036,"019","24049",
2017-01-01,SAOC,AR-0036,"019","24049",
2017-01-01,SAOU,AR-0036,"019","24049",
2017-01-01,SADF,AR-0036,"019","24049",
2017-01-01,SAEZ,AR-0036,"019","24049",
2017-01-01,SAZR,AR-0036,"019","24049",
2017-01-01,SASA,SAAV,"019","24049",
2017-01-01,SGAS,SAAV,"019","24049",
2017-01-01,SARI,SAAV,"019","24049",
2017-01-01,SATD,SAAV,"019","24049",
2017-01-01,AR-0370,SAAV,"019","24049",
2017-01-01,SANT,SAAV,"019","24049",
2017-01-01,SARP,SAAV,"019","24049",
2017-01-01,SARC,SAAV,"019","24049",
2017-01-01,SARE,SAAV,"019","24049",
2017-01-01,AR-0014,SAAV,"019","24049",
2017-01-01,SARV,SAAV,"019","24049",
2017-01-01,AR-0008,SAAV,"019","24049",
2017-01-01,SANE,SAAV,"019","24049",
2017-01-01,AR-0052,SAAV,"019","24049",
2017-01-01,SATR,SAAV,"019","24049",
2017-01-01,AR-0356,SAAV,"019","24049",
2017-01-01,SANL,SAAV,"019","24049",
2017-01-01,AR-0327,SAAV,"019","24049",
2017-01-01,AR-0280,SAAV,"019","24049",
2017-01-01,AR-0332,SAAV,"019","24049",
2017-01-01,AR-0346,SAAV,"019","24049",
2017-01-01,SACC,SAAV,"019","24049",
2017-01-01,SAFR,SAAV,"019","24049",
2017-01-01,SAAC,SAAV,"019","24049",
2017-01-01,SACO,SAAV,"019","24049",
2017-01-01,SUSO,SAAV,"019","24049",
2017-01-01,AR-0141,SAAV,"019","24049",
2017-01-01,SACD,SAAV,"019","24049",
2017-01-01,SANU,SAAV,"019","24049",
2017-01-01,SAAV,SAAV,"019","24049",
2017-01-01,SAAP,SAAV,"019","24049",
2017-01-01,AR-0379,SAAV,"019","24049",
2017-01-01,AR-0165,SAAV,"019","24049",
2017-01-01,AR-0078,SAAV,"019","24049",
2017-01-01,AR-0382,SAAV,"019","24049",
2017-01-01,SAOV,SAAV,"019","24049",
2017-01-01,AR-0135,SAAV,"019","24049",
2017-01-01,SAOM,SAAV,"019","24049",
2017-01-01,AR-0077,SAAV,"019","24049",
2017-01-01,SAME,SAAV,"019","24049",
2017-01-01,SAAR,SAAV,"019","24049",
2017-01-01,SAAG,SAAV,"019","24049",
2017-01-01,AR-0333,SAAV,"019","24049",
2017-01-01,SAOC,SAAV,"019","24049",
2017-01-01,SCEL,SAAV,"019","24049",
2017-01-01,SAVO,SAAV,"019","24049",
2017-01-01,AR-0383,SAAV,"019","24049",
2017-01-01,SADF,SAAV,"019","24049",
2017-01-01,AR-0350,SAAV,"019","24049",
2017-01-01,AR-0175,SAAV,"019","24049",
2017-01-01,AR-0185,SAAV,"019","24049",
2017-01-01,AR-0252,SAAV,"019","24049",
2017-01-01,SABE,SAAV,"019","24049",
2017-01-01,AR-0126,SAAV,"019","24049",
2017-01-01,AR-0123,SAAV,"019","24049",
2017-01-01,SADM,SAAV,"019","24049",
2017-01-01,SADQ,SAAV,"019","24049",
2017-01-01,SAEZ,SAAV,"019","24049",
2017-01-01,AR-0005,SAAV,"019","24049",
2017-01-01,AR-0395,SAAV,"019","24049",
2017-01-01,SAZR,SAAV,"019","24049",
2017-01-01,SAZV,SAAV,"019","24049",
2017-01-01,SAZM,SAAV,"019","24049",
2017-01-01,SAZH,SAAV,"019","24049",
2017-01-01,SAZB,SAAV,"019","24049",
2017-01-01,SAZN,SAAV,"019","24049",
2017-01-01,SAZS,SAAV,"019","24049",
2017-01-01,SAVT,SAAV,"019","24049",
2017-01-01,SADF,SBPK,"019","24049",
2017-01-01,SAZS,SBPK,"019","24049",
2017-01-01,SARP,AR-0289,"019","24049",
2017-01-01,SATR,AR-0289,"019","24049",
2017-01-01,SACO,AR-0289,"019","24049",
2017-01-01,SAAV,AR-0289,"019","24049",
2017-01-01,SAAP,AR-0289,"019","24049",
2017-01-01,SAAR,AR-0289,"019","24049",
2017-01-01,SADF,AR-0289,"019","24049",
2017-01-01,SAME,AR-0478,"019","24049",
2017-01-01,SAOL,SAAP,"019","24049",
2017-01-01,AR-0424,SAAP,"019","24049",
2017-01-01,SASA,SAAP,"019","24049",
2017-01-01,SGAS,SAAP,"019","24049",
2017-01-01,SARI,SAAP,"019","24049",
2017-01-01,SGEN,SAAP,"019","24049",
2017-01-01,SARP,SAAP,"019","24049",
2017-01-01,SARC,SAAP,"019","24049",
2017-01-01,SARE,SAAP,"019","24049",
2017-01-01,SANH,SAAP,"019","24049",
2017-01-01,SA23,SAAP,"019","24049",
2017-01-01,SATR,SAAP,"019","24049",
2017-01-01,AR-0327,SAAP,"019","24049",
2017-01-01,AR-0231,SAAP,"019","24049",
2017-01-01,AR-0346,SAAP,"019","24049",
2017-01-01,SAFR,SAAP,"019","24049",
2017-01-01,SAAC,SAAP,"019","24049",
2017-01-01,SACO,SAAP,"019","24049",
2017-01-01,AR-0141,SAAP,"019","24049",
2017-01-01,SACD,SAAP,"019","24049",
2017-01-01,SANU,SAAP,"019","24049",
2017-01-01,SAAV,SAAP,"019","24049",
2017-01-01,AR-0289,SAAP,"019","24049",
2017-01-01,SAAP,SAAP,"019","24049",
2017-01-01,SAAU,SAAP,"019","24049",
2017-01-01,AR-0125,SAAP,"019","24049",
2017-01-01,AR-0165,SAAP,"019","24049",
2017-01-01,AR-0078,SAAP,"019","24049",
2017-01-01,SUPU,SAAP,"019","24049",
2017-01-01,AR-0282,SAAP,"019","24049",
2017-01-01,AR-0110,SAAP,"019","24049",
2017-01-01,AR-0376,SAAP,"019","24049",
2017-01-01,AR-0135,SAAP,"019","24049",
2017-01-01,SA05,SAAP,"019","24049",
2017-01-01,SAOM,SAAP,"019","24049",
2017-01-01,AR-0077,SAAP,"019","24049",
2017-01-01,SAME,SAAP,"019","24049",
2017-01-01,SAAR,SAAP,"019","24049",
2017-01-01,SAAG,SAAP,"019","24049",
2017-01-01,AR-0088,SAAP,"019","24049",
2017-01-01,AR-0116,SAAP,"019","24049",
2017-01-01,SA31,SAAP,"019","24049",
2017-01-01,KATL,SAAP,"019","24049",
2017-01-01,SAVO,SAAP,"019","24049",
2017-01-01,AR-0383,SAAP,"019","24049",
2017-01-01,AR-0080,SAAP,"019","24049",
2017-01-01,AR-0062,SAAP,"019","24049",
2017-01-01,SADF,SAAP,"019","24049",
2017-01-01,SUCA,SAAP,"019","24049",
2017-01-01,AR-0175,SAAP,"019","24049",
2017-01-01,AR-0252,SAAP,"019","24049",
2017-01-01,SABE,SAAP,"019","24049",
2017-01-01,SAMR,SAAP,"019","24049",
2017-01-01,SADP,SAAP,"019","24049",
2017-01-01,AR-0240,SAAP,"019","24049",
2017-01-01,SADM,SAAP,"019","24049",
2017-01-01,SUAA,SAAP,"019","24049",
2017-01-01,SAEZ,SAAP,"019","24049",
2017-01-01,SUMU,SAAP,"019","24049",
2017-01-01,SULS,SAAP,"019","24049",
2017-01-01,SADL,SAAP,"019","24049",
2017-01-01,AR-0005,SAAP,"019","24049",
2017-01-01,SAZP,SAAP,"019","24049",
2017-01-01,SAZL,SAAP,"019","24049",
2017-01-01,SAZT,SAAP,"019","24049",
2017-01-01,AR-0061,SAAP,"019","24049",
2017-01-01,SAWG,SAAP,"019","24049",
2017-01-01,SAAR,AR-0402,"019","24049",
2017-01-01,SATR,SAAU,"019","24049",
2017-01-01,SAAC,SAAU,"019","24049",
2017-01-01,SAAR,SAAU,"019","24049",
2017-01-01,SADF,SAAU,"019","24049",
2017-01-01,SADL,SAAU,"019","24049",
2017-01-01,SARF,AR-0331,"019","24049",
2017-01-01,SARP,AR-0331,"019","24049",
2017-01-01,SAAV,AR-0331,"019","24049",
2017-01-01,SAAR,AR-0331,"019","24049",
2017-01-01,SADF,AR-0331,"019","24049",
2017-01-01,SAAR,AR-0248,"019","24049",
2017-01-01,SADF,AR-0248,"019","24049",
2017-01-01,SACO,SAOD,"019","24049",
2017-01-01,SAOC,SAOD,"019","24049",
2017-01-01,SAOU,SAOD,"019","24049",
2017-01-01,SADF,SAOD,"019","24049",
2017-01-01,SABE,SAOD,"019","24049",
2017-01-01,SAEZ,SAOD,"019","24049",
2017-01-01,SACO,AR-0379,"019","24049",
2017-01-01,SAAV,AR-0379,"019","24049",
2017-01-01,SAAR,AR-0379,"019","24049",
2017-01-01,SAOC,AR-0379,"019","24049",
2017-01-01,SADF,AR-0379,"019","24049",
2017-01-01,SADM,AR-0379,"019","24049",
2017-01-01,SAAP,AR-0125,"019","24049",
2017-01-01,SADF,AR-0125,"019","24049",
2017-01-01,SAAV,AR-0165,"019","24049",
2017-01-01,SAAP,AR-0165,"019","24049",
2017-01-01,SAAR,AR-0165,"019","24049",
2017-01-01,SADM,AR-0165,"019","24049",
2017-01-01,SACO,AR-0481,"019","24049",
2017-01-01,SABE,AR-0285,"019","24049",
2017-01-01,SAAV,AR-0078,"019","24049",
2017-01-01,SAAP,AR-0078,"019","24049",
2017-01-01,SAAR,AR-0078,"019","24049",
2017-01-01,SAEZ,KTUS,"019","24049",
2017-01-01,SASA,SAOE,"019","24049",
2017-01-01,SANT,SAOE,"019","24049",
2017-01-01,SANC,SAOE,"019","24049",
2017-01-01,SACO,SAOE,"019","24049",
2017-01-01,SANU,SAOE,"019","24049",
2017-01-01,SAOC,SAOE,"019","24049",
2017-01-01,SADF,SAOE,"019","24049",
2017-01-01,SAEZ,SAOE,"019","24049",
2017-01-01,SAZB,SAOE,"019","24049",
2017-01-01,SAZN,SAOE,"019","24049",
2017-01-01,SAZS,SAOE,"019","24049",
2017-01-01,SACO,AR-0382,"019","24049",
2017-01-01,SAME,AR-0382,"019","24049",
2017-01-01,SAAR,AR-0382,"019","24049",
2017-01-01,SAOC,AR-0382,"019","24049",
2017-01-01,SADF,AR-0382,"019","24049",
2017-01-01,SAZR,AR-0382,"019","24049",
2017-01-01,SAAR,AR-0367,"019","24049",
2017-01-01,SACO,AR-0139,"019","24049",
2017-01-01,SAAC,AR-0108,"019","24049",
2017-01-01,SAAG,AR-0108,"019","24049",
2017-01-01,SADF,AR-0108,"019","24049",
2017-01-01,SASJ,SAOV,"019","24049",
2017-01-01,SASA,SAOV,"019","24049",
2017-01-01,SARC,SAOV,"019","24049",
2017-01-01,SARE,SAOV,"019","24049",
2017-01-01,SACO,SAOV,"019","24049",
2017-01-01,SAAV,SAOV,"019","24049",
2017-01-01,SAAP,SAOV,"019","24049",
2017-01-01,SAME,SAOV,"019","24049",
2017-01-01,SAAR,SAOV,"019","24049",
2017-01-01,SADF,SAOV,"019","24049",
2017-01-01,SABE,SAOV,"019","24049",
2017-01-01,SAEZ,SAOV,"019","24049",
2017-01-01,SAZR,SAOV,"019","24049",
2017-01-01,SAAC,AR-0321,"019","24049",
2017-01-01,SAAG,AR-0321,"019","24049",
2017-01-01,SADF,AR-0321,"019","24049",
2017-01-01,SARE,SUMO,"019","24049",
2017-01-01,SAAC,SUMO,"019","24049",
2017-01-01,SADF,SUMO,"019","24049",
2017-01-01,SAAV,AR-0423,"019","24049",
2017-01-01,SAAR,AR-0423,"019","24049",
2017-01-01,SADF,AR-0423,"019","24049",
